"","Municipi","Any","Comarca","Població","paper_cartro","vidre","envasos","piles","kg_hab_any_recollida","rs_rm","suma_fraccio_resta","kg_hab_any","model_rs","percentatge_poblacio_pap","fraccions_pap"
"16988","Tossa De Mar",2001,"Selva",3853,50.62,109.2,19.33,0,68.88,4.26,5969.22,1618.12,NA,0,NA
"16989","Tossa De Mar",2002,"Selva",4366,49.68,95.8,27.42,0,57.43,3.57,6768.58,1607.73,NA,0,NA
"16990","Tossa De Mar",2003,"Selva",4786,95.18,147.7,154.42,0.1,127.27,7.67,7335.38,1659.95,NA,0,NA
"16991","Tossa De Mar",2007,"Selva",5662,173.2,191.2,66.83,0.82,211.43,15.02,6772.18,1407.51,NA,0,NA
"16992","Tossa De Mar",2004,"Selva",5001,163.37,192.8,54.04,0.86,190.57,13.05,6350.88,1460.49,NA,0,NA
"16993","Tossa De Mar",2008,"Selva",5845,174.24,195.62,71.94,0.57,221.01,16.83,6385.81,1313.54,NA,0,NA
"16994","Tossa De Mar",2005,"Selva",5260,131.82,160.78,63.4,0.55,182.07,12.48,6719.22,1459.49,NA,0,NA
"16995","Tossa De Mar",2009,"Selva",5948,198.12,174.56,83.84,0.54,206.25,17.3,5865.5,1192.38,NA,0,NA
"16996","Tossa De Mar",2006,"Selva",5414,127.68,152.4,60.79,0.44,183.79,12.5,6962.86,1469.87,NA,0,NA
"16997","Tossa De Mar",2010,"Selva",5976,160.44,177.53,72.28,0.49,184.67,16,5794.58,1154.31,NA,0,NA
"16998","Tossa De Mar",2014,"Selva",5681,159.42,206.17,103.42,0.56,284.15,23.34,5303,1217.62,NA,0,NA
"16999","Tossa De Mar",2011,"Selva",5917,188.73,152.02,85.28,0.16,234.14,20.23,5462.58,1157.34,NA,0,NA
"17000","Tossa De Mar",2012,"Selva",5952,303.22,368,178.95,1.22,301.4,25.34,5286.36,1189.57,NA,0,NA
"17001","Tossa De Mar",2013,"Selva",5910,140.84,202.45,93.23,0.39,227.22,20.62,5168.24,1101.71,NA,0,NA
"17002","Tossa De Mar",2015,"Selva",5623,176.6,220.39,109.13,0.85,342.76,27.79,5007.6,1233.32,NA,0,NA
"17003","Tossa De Mar",2019,"Selva",5683,495.93,514.89,453.17,0.13,695.09,55.4,3179.54,1254.57,NA,0,NA
"17004","Tossa De Mar",2016,"Selva",5498,206.28,295.47,114.02,0.57,338.83,27.73,4856.32,1222.12,NA,0,NA
"17005","Tossa De Mar",2017,"Selva",5542,171.3,298.52,122.41,0.2,391.66,30.56,4931.68,1281.54,NA,0,NA
"17006","Tossa De Mar",2018,"Selva",5584,215.38,371.93,146.29,0.06,396.13,30.74,4983.76,1288.64,NA,0,NA
"17007","Tremp",2000,"Pallars Jussà",5503,182.3,187.03,17.64,0.51,79.58,13.66,2768.89,582.74,NA,0,NA
"17008","Tremp",2001,"Pallars Jussà",5503,100.7,146.86,16.99,0.34,64.44,15.14,1987.47,425.6,NA,0,NA
"17009","Tremp",2002,"Pallars Jussà",5192,164.78,135.74,26.95,0.21,103.98,21.05,2025.22,494.04,NA,0,NA
"17010","Tremp",2003,"Pallars Jussà",5518,441.12,223.68,68.21,0.96,185.76,34.63,1935.1,536.45,NA,0,NA
"17011","Tremp",2010,"Pallars Jussà",6368,225.16,172.96,117.01,1,166.96,35.14,1962.26,475.11,NA,0,NA
"17012","Tremp",2007,"Pallars Jussà",6022,666.13,460.06,227.58,0.16,346.62,49.95,2091.5,693.93,NA,0,NA
"17013","Tremp",2014,"Pallars Jussà",6305,190.5,159.71,108.77,0.83,173.17,36.92,1865.19,469,NA,0,NA
"17014","Tremp",2004,"Pallars Jussà",5570,163.78,142.94,26.73,0.56,126.93,26.84,1926.61,472.82,NA,0,NA
"17015","Tremp",2011,"Pallars Jussà",6711,249.33,187.29,156.51,1.81,219.68,43.68,1900.92,502.93,NA,0,NA
"17016","Tremp",2008,"Pallars Jussà",6190,171.6,110.44,64.38,0.54,135.96,28.57,2104.55,475.95,NA,0,NA
"17017","Tremp",2005,"Pallars Jussà",5286,174.17,133.46,44.29,0.66,125.36,24.55,2036.45,510.61,NA,0,NA
"17018","Tremp",2012,"Pallars Jussà",6515,223.98,191.86,119.3,0.8,186.99,39.39,1874.62,474.73,NA,0,NA
"17019","Tremp",2019,"Pallars Jussà",5844,269.49,191.21,143.89,2.48,250.53,43.8,1878.64,571.99,NA,0,NA
"17020","Tremp",2009,"Pallars Jussà",6228,233.19,154.37,100.83,0.9,159.27,32.76,2035.47,486.09,NA,0,NA
"17021","Tremp",2006,"Pallars Jussà",5401,201.22,144.1,63.65,0.46,151.94,29.52,1959.59,514.76,NA,0,NA
"17022","Tremp",2013,"Pallars Jussà",6288,223.1,189,119.35,1,165.56,36,1850.89,459.92,NA,0,NA
"17023","Tremp",2018,"Pallars Jussà",5824,256.68,184.42,131.29,2.14,237.03,41.1,1978.2,576.7,NA,0,NA
"17024","Tremp",2016,"Pallars Jussà",6026,222.9,147.02,94.08,3.07,157.56,31.95,2021.82,493.08,NA,0,NA
"17025","Tremp",2017,"Pallars Jussà",5906,207.72,194.71,115.92,2.48,233.91,39.78,2091.72,588.08,NA,0,NA
"17026","Tremp",2015,"Pallars Jussà",6175,171,138.19,86.69,0.83,177.97,35.79,1971.97,497.31,NA,0,NA
"17027","Ullà",2000,"Baix Empordà",787,13.98,11,4.67,0,37.72,7.87,347.31,479.03,NA,0,NA
"17028","Ullà",2001,"Baix Empordà",787,15.89,14.2,6.87,0,47.01,7.66,446,613.71,NA,0,NA
"17029","Ullà",2002,"Baix Empordà",824,0.13,0.12,0.03,0,2.48,0.46,446,543.74,NA,0,NA
"17030","Ullà",2003,"Baix Empordà",893,14.82,16.67,9.26,0.01,46.15,9.32,400.99,495.18,NA,0,NA
"17031","Ullà",2004,"Baix Empordà",917,21.71,20.43,9.86,0.01,57.44,12.38,372.82,464.01,NA,0,NA
"17032","Ullà",2005,"Baix Empordà",946,24.87,19.37,10.81,0.01,60.77,13.68,362.84,444.32,NA,0,NA
"17033","Ullà",2006,"Baix Empordà",1039,8.35,14.32,4.33,0.01,43.05,10.83,368.18,397.41,NA,0,NA
"17034","Ullà",2007,"Baix Empordà",1019,34.24,24.67,20.17,0.01,111.11,24.04,357.7,462.14,NA,0,NA
"17035","Ullà",2008,"Baix Empordà",1067,37.12,25.89,18.99,0.02,117.78,26.93,340.92,437.29,NA,0,NA
"17036","Ullà",2009,"Baix Empordà",1076,24.81,17.48,17.26,0,96.89,22.55,358.08,429.68,NA,0,NA
"17037","Ullà",2010,"Baix Empordà",1019,28.57,17.74,15.32,0.07,163,31.91,354.36,510.75,NA,0,NA
"17038","Ullà",2011,"Baix Empordà",1075,25.43,16.39,0.08,0.01,115.72,26.55,344.18,435.89,NA,0,NA
"17039","Ullà",2012,"Baix Empordà",1037,18.31,16.95,13.11,0.01,112.55,25.74,336.7,437.24,NA,0,NA
"17040","Ullà",2014,"Baix Empordà",1053,20.03,17.41,12.66,0,108.37,24.49,351.8,442.46,NA,0,NA
"17041","Ullà",2013,"Baix Empordà",1057,20.44,20.95,10.26,0,112.18,25.96,338.16,432.11,NA,0,NA
"17042","Ullà",2019,"Baix Empordà",1153,44,36.33,15.19,0.05,292.33,51.44,318.14,568.25,NA,0,NA
"17043","Ullà",2017,"Baix Empordà",1138,22.71,33.37,15.96,0.04,138.98,31.26,347.84,444.63,NA,0,NA
"17044","Ullà",2015,"Baix Empordà",1068,22.14,19.39,16.61,0.04,114.41,24.28,380.98,471.13,NA,0,NA
"17045","Ullà",2016,"Baix Empordà",1077,23.44,18.98,15.52,0.03,126,22.86,457.86,551.13,NA,0,NA
"17046","Ullà",2018,"Baix Empordà",1139,29.41,30.98,14.14,0.03,246.33,46.63,321.09,528.24,NA,0,NA
"17047","Ullastrell",2013,"Vallès Occidental",2030,46.73,56.2,66.6,0,164.07,39.24,515.84,418.18,"Porta a porta",0,"5"
"17048","Ullastrell",2017,"Vallès Occidental",2054,52.78,53.52,50.44,0.07,155.73,40.12,477.38,388.14,"Porta a porta",0,"5"
"17049","Ullastrell",2007,"Vallès Occidental",1687,52.42,43.51,50.9,0,471.55,49.4,814.92,954.61,"Porta a porta",0,"5"
"17050","Ullastrell",2016,"Vallès Occidental",2039,52.32,75.66,46.42,0.08,172.73,42.05,485.36,410.77,"Porta a porta",0,"5"
"17051","Ullastrell",2006,"Vallès Occidental",1529,137.88,109.84,52.92,0.01,254.04,34.55,735.88,735.33,"Porta a porta",0,"5"
"17052","Ullastrell",2004,"Vallès Occidental",1405,44.6,37.03,22.69,0.17,197.44,25.12,827,786.05,"Porta a porta",0,"5"
"17053","Ullastrell",2019,"Vallès Occidental",2093,81.01,70.28,60.12,0.09,182.68,44.64,474.1,409.19,"Porta a porta",0,"5"
"17054","Ullastrell",2005,"Vallès Occidental",1450,47.16,36.77,29.12,0,181.12,26.21,739.32,691,"Porta a porta",0,"5"
"17055","Ullastrell",2018,"Vallès Occidental",2069,64.12,62.66,52.6,0.08,178.37,42.89,491.42,415.89,"Porta a porta",0,"5"
"17056","Ullastrell",2003,"Vallès Occidental",1340,37.81,25.21,9.23,0,53.95,7.29,919,739.77,"Porta a porta",0,"5"
"17057","Ullastrell",2001,"Vallès Occidental",961,10.58,22.3,0,0.17,40.41,3.97,938.51,1017.01,"Porta a porta",0,"5"
"17058","Ullastrell",2000,"Vallès Occidental",961,7.25,22.76,0,0,31.28,4.23,679.8,738.66,"Porta a porta",0,"5"
"17059","Ullastrell",2015,"Vallès Occidental",2043,49.96,65.98,46.24,0.06,165.78,39.01,529.57,424.99,"Porta a porta",0,"5"
"17060","Ullastrell",2012,"Vallès Occidental",1981,44.86,53.48,69.72,0,164,37.45,542.72,437.97,"Porta a porta",0,"5"
"17061","Ullastrell",2009,"Vallès Occidental",1864,49.53,63.48,52.8,0,158.65,30.01,689.68,528.65,"Porta a porta",0,"5"
"17062","Ullastrell",2008,"Vallès Occidental",1761,58.47,49.31,66.86,0,161.07,27.03,765.78,595.92,"Porta a porta",0,"5"
"17063","Ullastrell",2002,"Vallès Occidental",1252,18.44,15.71,3.44,0,33.47,4.66,857.66,718.5,"Porta a porta",0,"5"
"17064","Ullastrell",2014,"Vallès Occidental",2056,46.72,71.83,62.66,0,173.88,37.37,599.06,465.25,"Porta a porta",0,"5"
"17065","Ullastrell",2010,"Vallès Occidental",1892,47.82,52.2,48.92,0,139.87,34.82,495.48,401.76,"Porta a porta",0,"5"
"17066","Ullastrell",2011,"Vallès Occidental",1904,45.26,59.86,79.34,0,175.05,36.29,585.16,482.38,"Porta a porta",0,"5"
"17067","Ullastret",2000,"Baix Empordà",243,6.29,9,1.73,0,70.09,11.36,132.84,616.76,NA,0,NA
"17068","Ullastret",2001,"Baix Empordà",243,8.07,13,2.5,0,97.02,13.94,145.51,695.83,NA,0,NA
"17069","Ullastret",2002,"Baix Empordà",225,8.62,12.8,3.42,0,112.66,21.3,93.68,529.02,NA,0,NA
"17070","Ullastret",2003,"Baix Empordà",230,8.64,10.8,4.29,0,103.73,20.53,92.37,505.33,NA,0,NA
"17071","Ullastret",2007,"Baix Empordà",218,11.29,15.14,6.27,0.02,251,37.9,89.64,662.19,NA,0,NA
"17072","Ullastret",2004,"Baix Empordà",221,9.02,16.32,3.64,0,132.43,24.34,90.98,544.1,NA,0,NA
"17073","Ullastret",2008,"Baix Empordà",227,13.18,11.88,8.18,0.02,244.1,36.33,97.12,671.94,NA,0,NA
"17074","Ullastret",2005,"Baix Empordà",226,9.56,13.63,3.69,0,124.14,21.66,101.46,573.08,NA,0,NA
"17075","Ullastret",2009,"Baix Empordà",239,10.24,13.6,8.4,0,222.68,36.98,90.68,602.1,NA,0,NA
"17076","Ullastret",2006,"Baix Empordà",233,30.1,21.23,13.9,0.01,349.62,48.28,87.28,724.22,NA,0,NA
"17077","Ullastret",2010,"Baix Empordà",250,11.54,12.88,7.68,0.02,209.87,38.14,85.1,550.27,NA,0,NA
"17078","Ullastret",2011,"Baix Empordà",268,9.73,9.05,5.93,0,148.73,32.54,82.63,457.05,NA,0,NA
"17079","Ullastret",2012,"Baix Empordà",287,8.14,8.02,5.68,0,184.96,38.33,85.42,482.59,NA,0,NA
"17080","Ullastret",2014,"Baix Empordà",289,8.2,10.01,6.83,0,186.28,31.08,119.4,599.43,NA,0,NA
"17081","Ullastret",2013,"Baix Empordà",287,8.05,12,5.45,0,194.35,33.17,112.4,585.99,NA,0,NA
"17082","Ullastret",2016,"Baix Empordà",288,7.83,13.37,7.11,0.01,208.81,35.66,108.51,585.58,NA,0,NA
"17083","Ullastret",2018,"Baix Empordà",286,9.43,11.67,4.74,0.02,208.41,33.36,119.09,624.81,NA,0,NA
"17084","Ullastret",2017,"Baix Empordà",295,8.68,13.18,6.26,0.01,206.24,36.24,107.05,569.12,NA,0,NA
"17085","Ullastret",2015,"Baix Empordà",295,7.46,14.18,6.11,0.01,204.31,34.79,112.98,587.29,NA,0,NA
"17086","Ullastret",2019,"Baix Empordà",290,9.15,14.78,7.06,0.02,227.56,35.31,120.89,644.42,NA,0,NA
"17087","Ulldecona",2000,"Montsià",5152,82.82,62.43,7.11,0.43,29.7,7.7,1833.18,385.52,NA,0,NA
"17088","Ulldecona",2001,"Montsià",5152,139.8,109.91,29.91,0.3,69.71,15.96,1890.54,436.66,NA,0,NA
"17089","Ulldecona",2002,"Montsià",5534,88.94,59.31,20.95,0.55,50.34,12.85,1888.6,391.61,NA,0,NA
"17090","Ulldecona",2003,"Montsià",5997,107.51,69.29,29.82,0.91,86.47,21.29,1916.97,406.13,NA,0,NA
"17091","Ulldecona",2007,"Montsià",6566,119.59,83,51.66,0.16,114.09,27.84,1942.07,409.86,NA,0,NA
"17092","Ulldecona",2004,"Montsià",6056,120.27,59.59,30.8,0.42,96.24,22.78,1975.21,422.4,NA,0,NA
"17093","Ulldecona",2008,"Montsià",6987,218.83,101.93,96.45,0.93,147.24,32.84,2103.64,448.32,NA,0,NA
"17094","Ulldecona",2005,"Montsià",6325,105.99,59.15,31.53,0.2,90.18,21.96,2027.4,410.72,NA,0,NA
"17095","Ulldecona",2009,"Montsià",7236,224.5,151.6,183.09,0.5,202.82,52.55,1325.22,385.96,NA,0,NA
"17096","Ulldecona",2006,"Montsià",6229,114.78,72.93,42.71,0.73,116.44,26.45,2017.11,440.26,NA,0,NA
"17097","Ulldecona",2010,"Montsià",7335,217.08,135.65,198.48,0.86,195.37,56.79,1090.36,344.02,NA,0,NA
"17098","Ulldecona",2011,"Montsià",7404,195.54,135.5,200.04,0.23,198.3,55.98,1154.44,354.22,NA,0,NA
"17099","Ulldecona",2015,"Montsià",6637,132.93,126.07,164.83,0.16,183.22,51.32,1153.65,357.04,NA,0,NA
"17100","Ulldecona",2012,"Montsià",7372,179.56,133.47,183.23,0.31,174.83,52.24,1178.39,334.68,NA,0,NA
"17101","Ulldecona",2016,"Montsià",6368,142.65,112.08,160.64,0.36,181.22,49.76,1165.02,364.17,NA,0,NA
"17102","Ulldecona",2013,"Montsià",7240,157.02,130.56,164.77,0.42,177.88,52.79,1151.5,336.93,NA,0,NA
"17103","Ulldecona",2014,"Montsià",6904,142.56,115.48,164.46,0.19,179.06,51.62,1158.43,346.85,NA,0,NA
"17104","Ulldecona",2017,"Montsià",6321,133.33,117.23,181.29,0.36,185.12,49.45,1196.12,374.35,NA,0,NA
"17105","Ulldecona",2018,"Montsià",6240,159.44,118.77,193.82,0.28,191.83,48.56,1267.88,395.02,NA,0,NA
"17106","Ulldecona",2019,"Montsià",6300,156.48,132.64,198.07,0.33,204.94,49.61,1311.65,413.14,NA,0,NA
"17107","Ulldemolins",2004,"Priorat",484,16.02,8.84,3.48,0,58.76,15.27,157.79,384.77,"Porta a porta",0,"5"
"17108","Ulldemolins",2009,"Priorat",481,32.57,23.5,10.7,0,212.37,44.74,126.19,474.73,"Porta a porta",100,"5"
"17109","Ulldemolins",2008,"Priorat",473,38.84,18.93,10.73,0,263.74,50.53,122.14,521.96,"Porta a porta",100,"5"
"17110","Ulldemolins",2017,"Priorat",395,10.74,12.01,10.52,0.04,220.33,42.86,116.03,514.08,"Porta a porta",100,"5"
"17111","Ulldemolins",2003,"Priorat",501,11.88,7.25,2.38,0,43.1,10.97,175.27,392.94,"Porta a porta",0,"5"
"17112","Ulldemolins",2012,"Priorat",434,26.35,14,11.5,0,246.25,48.88,111.76,503.76,"Porta a porta",100,"5"
"17113","Ulldemolins",2018,"Priorat",402,12.23,12.2,11.3,0.01,187.04,36.76,129.34,508.78,"Porta a porta",100,"5"
"17114","Ulldemolins",2013,"Priorat",435,10.8,11.6,9.52,0,194.76,39.76,128.37,489.86,"Porta a porta",100,"5"
"17115","Ulldemolins",2007,"Priorat",493,38.21,16.44,9.79,0,255.03,57.06,94.63,446.98,"Porta a porta",100,"5"
"17116","Ulldemolins",2019,"Priorat",396,13.01,13.18,11.63,0.01,165.66,36.55,113.88,453.23,"Porta a porta",100,"5"
"17117","Ulldemolins",2016,"Priorat",401,12.02,12.32,10.54,0,207.08,41.76,115.79,495.83,"Porta a porta",100,"5"
"17118","Ulldemolins",2014,"Priorat",412,11.25,12.15,10.06,0,225.34,46.04,108.83,489.49,"Porta a porta",100,"5"
"17119","Ulldemolins",2015,"Priorat",404,11.08,11.72,10.28,0.02,224.61,44.81,111.75,501.22,"Porta a porta",100,"5"
"17120","Ulldemolins",2011,"Priorat",449,24.54,13.58,11.04,0,253.74,47.7,124.9,531.92,"Porta a porta",100,"5"
"17121","Ulldemolins",2005,"Priorat",490,21.08,13.24,5.06,0,80.38,18.58,172.59,432.59,"Porta a porta",0,"5"
"17122","Ulldemolins",2000,"Priorat",494,3.18,7.46,0,0,21.59,5.75,174.92,375.68,"Porta a porta",0,"5"
"17123","Ulldemolins",2002,"Priorat",495,12.9,11.31,2.82,0,54.75,12.95,182.13,422.69,"Porta a porta",0,"5"
"17124","Ulldemolins",2001,"Priorat",494,3.61,7.6,0,0,22.76,5.96,177.44,381.94,"Porta a porta",0,"5"
"17126","Ulldemolins",2010,"Priorat",470,26.14,15.84,11.32,0,246.73,47.68,127.23,517.42,"Porta a porta",100,"5"
"17127","Ultramort",2000,"Baix Empordà",188,2.12,2.8,0.84,0,30.69,6.13,88.33,500.53,NA,0,NA
"17128","Ultramort",2001,"Baix Empordà",188,2.74,3.8,1.31,0,41.81,7.51,96.79,556.66,NA,0,NA
"17129","Ultramort",2002,"Baix Empordà",201,0,0,0.02,0,12.5,2.53,96.79,494.05,NA,0,NA
"17130","Ultramort",2003,"Baix Empordà",199,3.57,4.41,2.34,0,52.54,10.4,90.08,505.22,NA,0,NA
"17131","Ultramort",2004,"Baix Empordà",196,3.87,4.83,2.71,0,60.25,11.69,89.23,515.51,NA,0,NA
"17132","Ultramort",2005,"Baix Empordà",203,3.79,5.54,2.06,0,70.3,13.69,90,513.65,NA,0,NA
"17133","Ultramort",2006,"Baix Empordà",200,3.36,5.52,2.3,0,106.08,17.52,99.86,605.38,NA,0,NA
"17134","Ultramort",2007,"Baix Empordà",196,3.19,6.87,1.65,0.02,125.91,22.13,86.86,569.08,NA,0,NA
"17135","Ultramort",2008,"Baix Empordà",193,4.98,7.28,3.4,0.02,130.78,22.59,86.5,578.97,NA,0,NA
"17136","Ultramort",2009,"Baix Empordà",196,6.13,8.4,5.26,0,165.23,30.08,75.28,549.31,NA,0,NA
"17137","Ultramort",2010,"Baix Empordà",213,7.2,6.96,4.65,0.02,169.81,32.98,73.5,514.88,NA,0,NA
"17138","Ultramort",2011,"Baix Empordà",211,6.46,6.07,3.32,0,132.07,28,71.67,471.74,NA,0,NA
"17139","Ultramort",2015,"Baix Empordà",200,5.12,6.75,3.77,0.01,146.35,25.56,85.26,572.65,NA,0,NA
"17140","Ultramort",2012,"Baix Empordà",208,5.32,4.88,3.56,0,123.4,26.38,71.64,467.82,NA,0,NA
"17141","Ultramort",2017,"Baix Empordà",216,6.69,9.88,6.49,0.01,298.04,41.18,91.96,723.78,NA,0,NA
"17142","Ultramort",2016,"Baix Empordà",210,6.11,8.22,4.6,0.01,207.82,30.35,100.15,684.73,NA,0,NA
"17143","Ultramort",2014,"Baix Empordà",204,4.6,6.78,3.96,0,136.27,26.24,78.14,519.31,NA,0,NA
"17144","Ultramort",2013,"Baix Empordà",208,5,7.29,2.99,0,129.43,26.61,74.26,486.45,NA,0,NA
"17145","Ultramort",2018,"Baix Empordà",214,10.94,7.59,4.86,0.01,339.14,40.27,107.63,842.09,NA,0,NA
"17146","Ultramort",2019,"Baix Empordà",223,7.23,13.93,7.78,0.02,364.89,42.35,110.76,861.58,NA,0,NA
"17147","Urús",2000,"Cerdanya",141,5.76,6.14,0,0.01,93.12,7.61,159.42,1223.76,NA,0,NA
"17148","Urús",2001,"Cerdanya",141,7.72,6.86,0.9,0,109.86,5.51,265.6,1993.55,NA,0,NA
"17149","Urús",2002,"Cerdanya",198,9.07,7.16,1.25,0.01,103.67,12.83,139.52,808.31,NA,0,NA
"17150","Urús",2003,"Cerdanya",203,8.55,8.09,1.61,0,99.12,10.07,179.71,984.39,NA,0,NA
"17151","Urús",2004,"Cerdanya",206,9.41,8.7,1.68,0,97.26,9.31,195.12,1044.43,NA,0,NA
"17152","Urús",2005,"Cerdanya",205,12.45,8.2,2.21,0,111.49,10.21,201.06,1092.26,NA,0,NA
"17153","Urús",2006,"Cerdanya",200,15.56,8.73,2.22,0,139.44,13.13,184.52,1062.04,NA,0,NA
"17154","Urús",2010,"Cerdanya",208,9.52,5.08,1.49,0.02,101.51,16.23,108.97,625.38,NA,0,NA
"17155","Urús",2007,"Cerdanya",200,10.66,7.28,1.72,0,102.18,23.74,65.66,430.48,NA,0,NA
"17156","Urús",2011,"Cerdanya",204,9.15,6.42,2.46,0.02,105.79,17.1,104.62,618.63,NA,0,NA
"17157","Urús",2008,"Cerdanya",196,12.73,7.99,2.32,0,118.75,14.3,139.47,830.32,NA,0,NA
"17158","Urús",2013,"Cerdanya",183,7.81,5.73,2.27,0.01,99.98,17.03,89.17,587.25,NA,0,NA
"17159","Urús",2012,"Cerdanya",201,10.94,9.08,3.07,0,122.54,16.13,128.08,759.76,NA,0,NA
"17160","Urús",2009,"Cerdanya",201,10.02,4.36,1.33,0.01,91,13.21,120.22,689.09,NA,0,NA
"17161","Urús",2016,"Cerdanya",181,8.92,3.99,1.52,0.02,102.97,12.74,127.67,808.33,NA,0,NA
"17162","Urús",2014,"Cerdanya",185,9.79,7.34,2.89,0,119.2,15.31,122,778.66,NA,0,NA
"17163","Urús",2017,"Cerdanya",173,10.45,4.01,1.95,0.01,128.09,15.82,117.89,809.53,NA,0,NA
"17164","Urús",2018,"Cerdanya",178,9.65,8.78,5.66,0.01,177.51,20.65,121.42,859.64,NA,0,NA
"17165","Urús",2015,"Cerdanya",176,8.62,7.68,2.93,0.01,122.83,15.39,118.84,798.06,NA,0,NA
"17166","Urús",2019,"Cerdanya",189,9.62,8.23,5.99,0.01,168.34,21.69,114.88,776.17,NA,0,NA
"17167","Vacarisses",2000,"Vallès Occidental",1711,13.55,36.48,3.44,0.02,334.52,17.21,2754.14,1944.19,"Porta a porta",0,"5"
"17168","Vacarisses",2007,"Vallès Occidental",5431,162.4,177.68,136.73,0.63,245.81,26.23,3754.75,937.16,"Porta a porta",0,"5"
"17169","Vacarisses",2012,"Vallès Occidental",6231,93.87,110.4,162.2,0.35,273.04,40.45,2504.66,675,"Porta a porta",0,"5"
"17170","Vacarisses",2019,"Vallès Occidental",6688,152.7,199.98,291.36,0.29,434.56,84.08,550.46,516.86,"Porta a porta",100,"5"
"17171","Vacarisses",2018,"Vallès Occidental",6486,143.96,176.6,271.78,0.57,437.8,83.34,567.48,525.3,"Porta a porta",100,"5"
"17172","Vacarisses",2011,"Vallès Occidental",6175,114.65,109.28,178.36,0.56,184.92,29.81,2689.06,620.4,"Porta a porta",0,"5"
"17173","Vacarisses",2013,"Vallès Occidental",6260,83.89,106.27,153.06,0.66,232.48,37.77,2397.84,615.52,"Porta a porta",0,"5"
"17174","Vacarisses",2005,"Vallès Occidental",4592,92.72,131.33,60.98,0.57,208.45,15.49,5221.21,1345.47,"Porta a porta",0,"5"
"17175","Vacarisses",2015,"Vallès Occidental",6143,93.49,115.41,155.22,0.54,280.62,40.8,2501.68,687.86,"Porta a porta",0,"5"
"17176","Vacarisses",2001,"Vallès Occidental",1711,30.13,79.27,12.35,0,440.07,18.41,3338,2390.98,"Porta a porta",0,"5"
"17177","Vacarisses",2002,"Vallès Occidental",3173,55.1,95.19,21.89,0.35,444.56,29.86,3313.07,1488.71,"Porta a porta",0,"5"
"17179","Vacarisses",2010,"Vallès Occidental",6017,144.11,208.56,171.9,0,311.07,37.04,3181.94,839.89,"Porta a porta",0,"5"
"17180","Vacarisses",2009,"Vallès Occidental",5872,159.57,99.84,184.39,0.4,485.42,46.32,3302.8,1047.88,"Porta a porta",0,"5"
"17181","Vacarisses",2016,"Vallès Occidental",6192,92.62,119.74,145.52,0.54,268.74,39.22,2579.1,685.27,"Porta a porta",0,"5"
"17182","Vacarisses",2004,"Vallès Occidental",3931,54.66,135.51,44.03,0.48,228.43,13.08,5965.07,1745.87,"Porta a porta",0,"5"
"17183","Vacarisses",2003,"Vallès Occidental",3467,2.14,1.73,0.22,0.3,132.19,9.33,4456.32,1417.55,"Porta a porta",0,"5"
"17184","Vacarisses",2006,"Vallès Occidental",5094,146.51,165.99,113.75,0.19,246.43,24.05,3965.07,1024.81,"Porta a porta",0,"5"
"17185","Vacarisses",2014,"Vallès Occidental",6218,85.84,103.27,150.8,0.35,242.16,37.77,2480.44,641.07,"Porta a porta",0,"5"
"17186","Vacarisses",2008,"Vallès Occidental",5787,162.25,103.96,155.6,0.34,233.8,31.26,2974.92,747.87,"Porta a porta",0,"5"
"17187","Vajol, La",2000,"Alt Empordà",84,2.25,5,0,0,86.36,8.56,77.49,1008.86,NA,0,NA
"17188","Vajol, La",2001,"Alt Empordà",84,2.43,3.2,0.36,0,71.37,7.4,75.06,964.94,NA,0,NA
"17189","Vajol, La",2002,"Alt Empordà",93,1.52,6,0.4,0,85.18,7.83,93.26,1087.97,NA,0,NA
"17190","Vajol, La",2003,"Alt Empordà",114,1.39,10.6,0.36,0,108.36,12.12,89.54,893.8,NA,0,NA
"17191","Vajol, La",2004,"Alt Empordà",103,1.25,6,0.54,0,75.66,8.79,80.83,860.42,NA,0,NA
"17192","Vajol, La",2005,"Alt Empordà",96,1.58,4,0.87,0,67.18,6.21,97.38,1081.55,NA,0,NA
"17193","Vajol, La",2006,"Alt Empordà",101,2.45,3.6,0.87,0,69.3,6.66,98.09,1040.49,NA,0,NA
"17194","Vajol, La",2007,"Alt Empordà",109,3.7,3.8,1.54,0,83.08,8.57,96.55,968.86,NA,0,NA
"17195","Vajol, La",2008,"Alt Empordà",102,3.83,2.8,0.91,0,75.88,9.51,73.68,798.24,NA,0,NA
"17196","Vajol, La",2009,"Alt Empordà",98,3.12,3.46,0.66,0,74.15,11.48,56.02,645.77,NA,0,NA
"17197","Vajol, La",2016,"Alt Empordà",83,1.98,4.22,1.26,0,121.9,14.77,58.38,825.33,NA,0,NA
"17198","Vajol, La",2010,"Alt Empordà",98,1.57,2.41,1.04,0,74.76,11.31,57.43,660.81,NA,0,NA
"17199","Vajol, La",2011,"Alt Empordà",101,2.4,4.2,0.01,0,97.54,16.88,48.52,577.95,NA,0,NA
"17200","Vajol, La",2018,"Alt Empordà",85,1.98,5.57,2.08,0.01,182.18,22.41,53.6,812.77,NA,0,NA
"17201","Vajol, La",2015,"Alt Empordà",88,2.47,4.48,1.43,0.01,99.92,15.92,46.43,627.54,NA,0,NA
"17202","Vajol, La",2012,"Alt Empordà",93,3.32,5.55,2.42,0.02,142.17,19.9,53.21,714.32,NA,0,NA
